43 1764841511 12504.200000 -1.000000 -101.000000 0.000000 0.000000
43 1764841512 12504.200000 -1.000000 -101.000000 0.000000 0.000000
43 1764841513 12504.200000 -1.000000 -101.000000 0.000000 0.000000
43 1764841514 12504.200000 -1.000000 -101.000000 0.000000 0.000000
43 1764841515 12504.200000 -1.000000 -101.000000 0.000000 0.000000
43 1764841516 12509.800000 -1.000000 -101.000000 0.000000 0.000000
43 1764841517 12509.800000 -1.000000 -101.000000 0.000000 0.000000
43 1764841518 12509.800000 -1.000000 -101.000000 0.000000 0.000000
43 1764841519 12509.800000 -1.000000 -101.000000 0.000000 0.000000
43 1764841520 12509.800000 -1.000000 -101.000000 0.000000 0.000000
43 1764841521 21197.600000 -1.000000 -101.000000 0.000000 0.000000
43 1764841522 21197.600000 -1.000000 -101.000000 0.000000 0.000000
43 1764841523 21197.600000 -1.000000 -101.000000 0.000000 0.000000
43 1764841524 21197.600000 -1.000000 -101.000000 0.000000 0.000000
43 1764841525 21197.600000 -1.000000 -101.000000 0.000000 0.000000
43 1764841526 32978.400000 -1.000000 -101.000000 0.000000 0.000000
43 1764841527 32978.400000 -1.000000 -101.000000 0.000000 0.000000
43 1764841528 32978.400000 -1.000000 -101.000000 0.000000 0.000000
43 1764841529 32978.400000 -1.000000 -101.000000 0.000000 0.000000
43 1764841530 32978.400000 -1.000000 -101.000000 0.000000 0.000000
43 1764841531 15175.600000 -1.000000 -101.000000 0.000000 0.000000
43 1764841532 15175.600000 -1.000000 -101.000000 0.000000 0.000000
43 1764841595 3692.000000 -1.000000 3692.000000 3692.000000 0.000000
43 1764841594 3692.000000 -1.000000 3692.000000 3692.000000 0.000000
43 1764841593 3692.000000 -1.000000 3692.000000 3692.000000 0.000000
43 1764841592 3692.000000 -1.000000 3692.000000 3692.000000 0.000000
43 1764841591 3692.000000 -1.000000 3692.000000 3692.000000 0.000000
43 1764841590 8412.200000 -1.000000 8412.200000 8412.200000 0.000000
43 1764841589 8412.200000 -1.000000 8412.200000 8412.200000 0.000000
43 1764841588 8412.200000 -1.000000 8412.200000 8412.200000 0.000000
43 1764841587 8412.200000 -1.000000 8412.200000 8412.200000 0.000000
43 1764841586 8412.200000 -1.000000 8412.200000 8412.200000 0.000000
43 1764841585 18871.000000 -1.000000 18871.000000 18871.000000 0.000000
43 1764841584 18871.000000 -1.000000 18871.000000 18871.000000 0.000000
43 1764841583 18871.000000 -1.000000 18871.000000 18871.000000 0.000000
43 1764841582 18871.000000 -1.000000 18871.000000 18871.000000 0.000000
43 1764841581 18871.000000 -1.000000 18871.000000 18871.000000 0.000000
43 1764841580 25926.000000 -1.000000 25926.000000 25926.000000 0.000000
43 1764841579 25926.000000 -1.000000 25926.000000 25926.000000 0.000000
43 1764841578 25926.000000 -1.000000 25926.000000 25926.000000 0.000000
43 1764841577 25926.000000 -1.000000 25926.000000 25926.000000 0.000000
43 1764841576 25926.000000 -1.000000 25926.000000 25926.000000 0.000000
43 1764841575 35933.000000 -1.000000 35933.000000 35933.000000 0.000000
43 1764841574 35933.000000 -1.000000 35933.000000 35933.000000 0.000000
43 1764841573 35933.000000 -1.000000 35933.000000 35933.000000 0.000000
43 1764841572 35933.000000 -1.000000 35933.000000 35933.000000 0.000000
43 1764841571 35933.000000 -1.000000 35933.000000 35933.000000 0.000000
43 1764841570 24900.400000 -1.000000 24900.400000 24900.400000 0.000000
43 1764841569 24900.400000 -1.000000 24900.400000 24900.400000 0.000000
43 1764841568 24900.400000 -1.000000 24900.400000 24900.400000 0.000000
43 1764841567 24900.400000 -1.000000 24900.400000 24900.400000 0.000000
43 1764841566 24900.400000 -1.000000 24900.400000 24900.400000 0.000000
43 1764841565 32698.000000 -1.000000 32698.000000 32698.000000 0.000000
43 1764841564 32698.000000 -1.000000 32698.000000 32698.000000 0.000000
43 1764841563 32698.000000 -1.000000 32698.000000 32698.000000 0.000000
43 1764841562 32698.000000 -1.000000 32698.000000 32698.000000 0.000000
43 1764841561 32698.000000 -1.000000 32698.000000 32698.000000 0.000000
43 1764841560 29614.800000 -1.000000 29614.800000 29614.800000 0.000000
43 1764841559 29614.800000 -1.000000 29614.800000 29614.800000 0.000000
43 1764841558 29614.800000 -1.000000 29614.800000 29614.800000 0.000000
43 1764841557 29614.800000 -1.000000 29614.800000 29614.800000 0.000000
43 1764841556 29614.800000 -1.000000 29614.800000 29614.800000 0.000000
43 1764841555 19730.600000 -1.000000 19730.600000 19730.600000 0.000000
