1764861956	0	1764861960
1764861960	1	1764861961
1764861961	5	1764861970
1764861970	8	1764861971
1764861971	10	1764861980
1764861980	14	1764861983
1764861983	15	1764861992
1764861992	19	1764861995
1764861995	20	1764862053
1764862053	14	1764862054
1764862054	13	1764862055
1764862055	12	1764862059
1764862059	11	1764862060
1764862060	8	1764862061
1764862061	5	1764862063
1764862063	3	1764862064
1764862064	2	1764862069
1764862069	1	1764862071
